driver_id,gender,birth_date,first_active
140533187,M,1974-01-16,2016-06-16
140396049,M,1979-04-11,2016-04-20
140383888,F,1975-09-21,2016-04-15
140299031,M,1995-11-30,2016-02-12
140194512,M,1987-12-17,2015-10-14
140184990,M,,2015-09-28
140132112,M,,2015-06-22
140103075,M,,2015-06-07
140234020,M,1995-03-05,2016-01-12
140503082,M,1986-07-29,2016-06-03
140229207,M,1990-11-30,2015-12-21
140608872,M,1975-06-13,2016-07-19
140365471,M,1981-10-12,2016-04-26
140563621,M,1985-04-18,2016-07-30
140387635,F,1984-06-08,2016-04-22
140388809,M,1990-03-24,2016-04-23
140305887,M,,2016-02-29
140499883,M,1963-05-30,2016-06-22
140536511,M,1988-03-14,2016-06-15
140559097,M,1977-07-20,2016-06-23
140138287,M,,2015-07-17
140674985,M,1987-01-16,2016-08-15
140264678,M,,2016-01-14
140160583,M,1973-04-14,2015-08-21
140447028,M,1984-01-24,2016-08-04
140436129,M,1990-06-23,2016-05-11
140187387,M,1981-03-17,2015-09-29
140094906,M,1992-01-21,2015-05-04
140639455,M,1990-05-03,2016-07-27
140569728,M,1974-11-01,2016-07-10
140182057,M,1968-04-10,2015-09-24
140628384,M,1979-05-05,2016-07-24
140429688,M,1970-02-01,2016-05-09
140590260,M,1984-09-10,2016-07-13
140554793,M,1980-10-31,2016-06-21
140545313,M,1985-04-03,2016-06-17
140353312,M,1974-12-11,2016-03-17
140476336,M,1980-04-09,2016-05-24
140437540,M,1987-05-12,2016-05-14
140166966,M,,2015-09-02
140161609,M,1978-01-20,2015-08-25
140461047,M,1972-09-08,2016-05-22
140091674,M,,2015-04-26
140404705,M,1981-12-16,2016-04-29
140431280,M,1993-09-16,2016-05-09
140437203,M,1984-10-21,2016-05-13
140221761,M,1972-11-28,2015-12-08
140219265,M,1974-07-02,2015-12-08
140356671,M,1983-05-15,2016-03-25
140127367,F,,2015-06-14
140117418,M,,2015-06-02
140586960,M,1983-10-23,2016-07-20
140091331,M,1974-04-26,2015-04-26
140166267,M,,2015-09-01
140167591,M,1975-12-05,2015-09-02
140620975,M,1995-07-03,2016-07-21
140568255,M,1986-12-24,2016-07-06
140143793,M,1989-09-03,2015-08-02
140192255,F,,2015-10-11
140318072,M,1976-01-03,2016-02-29
140370538,M,1990-03-25,2016-04-04
140109916,M,1985-09-27,2015-05-23
140463061,M,1975-05-01,2016-06-10
140318204,M,1964-06-18,2016-02-21
140397033,M,1980-03-19,2016-05-05
140492543,M,1989-08-28,2016-06-01
140342819,M,1987-10-12,2016-03-06
140285802,M,1978-10-09,2016-01-26
140568206,M,1982-12-22,2016-07-05
140493027,M,1958-02-12,2016-05-31
140509513,M,1993-09-12,2016-06-10
140142410,M,1988-05-17,2015-07-23
140409797,M,1987-05-02,2016-04-29
140475513,M,1973-09-15,2016-06-01
140496263,M,1991-02-06,2016-06-03
140168370,M,1985-01-13,2015-09-03
140636708,M,1985-08-22,2016-07-29
140414420,M,1988-09-26,2016-05-03
140651081,M,1981-11-25,2016-07-30
140248925,M,1978-07-31,2016-01-04
140657600,M,1960-06-17,2016-08-06
140272814,M,1982-06-11,2016-01-17
140320447,M,1985-07-17,2016-02-26
140614849,M,1985-10-27,2016-07-19
140123930,M,1967-01-14,2015-06-13
140167487,M,,2015-09-01
140123145,M,,2015-06-11
140552521,M,1984-03-10,2016-06-20
140198224,M,,2015-10-20
140421774,M,1971-01-13,2016-05-04
140128724,M,1957-03-19,2015-06-16
140662216,M,1972-02-28,2016-08-02
140238668,M,1983-07-22,2015-12-31
140504319,M,1973-08-03,2016-06-12
140148928,M,,2015-08-04
140467371,F,1985-10-16,2016-05-22
140448195,F,1965-04-15,2016-05-16
140195985,M,,2015-10-16
140409934,M,1985-06-26,2016-05-31
140524048,M,1980-08-10,2016-06-09
140131226,M,,2015-06-21
140231743,M,1983-09-04,2015-12-21
140586064,M,1991-04-24,2016-07-14
140567586,M,1967-07-23,2016-07-11
140411659,M,1977-03-23,2016-06-17
140410407,M,1986-12-14,2016-04-30
140170594,M,1983-02-19,2015-09-07
140650651,M,1990-06-19,2016-08-04
140283477,M,1985-08-21,2016-01-28
140104146,M,1958-10-11,2015-05-24
140405829,M,1965-09-12,2016-04-26
140179843,M,1997-10-08,2015-09-21
140402529,M,1957-07-01,2016-04-26
140308105,M,1995-01-31,2016-02-26
140415195,M,1981-11-15,2016-05-18
140197754,M,1989-09-10,2015-10-18
140177169,M,,2015-09-20
140158474,M,1973-05-15,2015-08-20
140093413,M,1978-04-14,2015-05-25
140172584,M,1976-09-16,2015-09-14
140179797,M,1994-07-11,2015-09-25
140193558,M,,2015-10-13
140135658,M,1971-07-30,2015-07-03
140503205,M,1972-03-28,2016-06-04
140214561,M,1983-03-08,2015-11-25
140479897,M,1974-09-29,2016-05-27
140451472,M,1986-09-01,2016-05-22
140339098,M,1969-09-20,2016-03-11
140183756,M,,2015-09-26
140598613,M,1979-03-03,2016-07-16
140251241,M,1960-04-12,2016-01-06
140260579,M,1979-01-19,2016-01-11
140356957,M,1986-05-25,2016-03-20
140515770,M,1964-08-17,2016-06-09
140494842,M,1982-07-09,2016-05-31
140117615,M,,2015-06-08
140218787,M,1987-04-12,2015-12-03
140419303,M,1984-12-14,2016-05-04
140267407,M,1990-03-24,2016-01-13
140485312,M,1979-05-25,2016-05-30
140469320,M,1972-12-25,2016-05-23
140412662,M,1978-08-02,2016-04-30
140173905,M,1969-01-18,2015-09-17
140513999,M,1986-07-23,2016-06-09
140102437,M,,2015-05-14
140524780,M,1986-04-13,2016-06-16
140155738,M,1986-02-25,2015-08-12
140166029,M,1976-12-28,2015-08-30
140404353,M,1991-04-22,2016-04-26
140604506,M,1989-10-21,2016-07-19
140526304,M,1990-10-31,2016-06-16
140679979,M,1990-09-14,2016-08-10
140465625,M,1980-07-06,2016-05-20
140441056,M,1985-07-03,2016-05-13
140586283,M,1994-10-27,2016-07-12
140575356,M,1987-01-17,2016-07-08
140301849,M,1977-10-02,2016-02-13
140293807,M,1979-12-29,2016-01-28
140540417,M,1980-02-17,2016-06-18
140211890,M,1983-04-02,2015-11-21
140680107,M,1988-08-28,2016-08-13
140304913,M,,2016-03-17
140354919,M,1985-08-12,2016-03-17
140134775,M,1967-10-19,2015-07-12
140384645,M,1985-06-23,2016-04-14
140370292,M,1991-07-06,2016-04-01
140673614,M,1982-03-11,2016-08-12
140377651,M,1987-02-01,2016-04-08
140488310,M,1977-03-16,2016-06-30
140435452,M,1985-04-14,2016-05-13
140501654,M,1978-10-09,2016-06-03
140485302,M,1987-08-28,2016-05-30
140115123,M,1975-01-06,2015-05-28
140233668,M,1985-01-16,2015-12-23
140091798,M,,2015-04-27
140425701,M,1997-07-18,2016-05-05
140572518,M,1984-08-05,2016-07-06
140323206,M,1986-04-23,2016-02-23
140165995,M,1972-08-19,2015-09-04
140637102,M,1986-02-25,2016-07-27
140132447,M,1966-11-20,2015-06-22
140110766,M,1990-03-08,2015-05-24
140143340,M,1979-12-20,2015-07-27
140305044,M,1979-05-13,2016-02-15
140185295,M,1979-12-20,2015-09-29
140472184,M,1990-03-13,2016-05-23
140528083,M,1975-09-26,2016-06-16
140215561,M,1997-02-15,2015-11-26
140304954,M,,2016-02-24
140186410,M,1987-12-17,2015-09-29
140449250,M,1989-12-21,2016-05-20
140213412,M,1982-07-23,2015-11-23
140325793,M,1974-12-10,2016-02-26
140486909,M,1973-09-07,2016-05-29
140350079,M,1996-09-09,2016-03-19
140176122,M,1981-10-23,2015-09-18
140164972,M,1978-06-08,2015-08-27
140656144,M,1982-07-28,2016-08-03
140173547,M,,2015-10-10
140443028,M,1971-12-30,2016-05-20
140107796,M,1977-07-16,2015-05-20
140171074,M,1976-09-27,2015-09-10
140135511,M,1980-11-05,2015-06-29
140296764,M,1983-10-24,2016-01-31
140385023,M,1990-06-09,2016-04-13
140341470,M,1985-03-09,2016-03-06
140362615,M,1986-12-25,2016-04-02
140564979,M,1977-10-03,2016-07-04
140145375,M,,2015-07-28
140242737,M,1969-10-19,2016-01-01
140183852,M,1957-11-15,2015-09-25
140317173,M,1985-10-13,2016-02-18
140504405,F,1985-12-06,2016-06-06
140318271,M,,2016-02-18
140560277,M,1978-07-20,2016-07-09
140450879,M,1976-08-17,2016-05-16
140315124,F,1958-08-27,2016-02-17
140187427,M,,2015-09-30
140551752,M,1981-08-09,2016-06-22
140169222,M,1979-03-21,2015-09-04
140208849,F,1996-03-02,2015-11-11
140642123,F,1981-11-07,2016-08-17
140480362,M,1981-09-27,2016-06-01
140119940,M,,2015-06-08
140304344,F,1972-05-21,2016-02-17
140576340,M,1981-09-20,2016-07-08
140350665,M,1995-03-25,2016-03-16
140304398,M,1980-01-27,2016-02-14
140219742,M,1960-03-08,2015-12-04
140127601,M,,2015-06-15
140580651,M,1982-09-20,2016-07-10
140217817,M,1982-05-09,2015-12-05
140155362,M,,2015-08-12
140115920,F,,2015-06-09
140155102,M,1960-04-05,2015-08-12
140111741,M,,2015-05-25
140541686,M,1992-08-24,2016-06-15
140470025,M,1979-05-24,2016-05-25
140098733,M,1964-06-15,2015-05-09
140491328,M,1987-12-09,2016-05-30
140681882,F,1974-06-15,2016-08-10
140283162,M,1972-11-28,2016-02-14
140590164,M,1990-12-27,2016-07-13
140090121,M,,2015-04-22
140146138,M,1994-03-24,2015-07-29
140197132,M,1983-02-03,2015-11-01
140626574,M,1977-09-26,2016-07-27
140207488,M,,2015-11-09
140606818,M,1989-09-14,2016-07-20
140623833,M,1969-06-13,2016-07-21
140110409,M,,2015-05-26
140093969,M,,2015-05-01
140509270,F,1980-11-02,2016-06-07
140484243,M,1995-11-06,2016-05-28
140634858,M,1985-10-26,2016-08-01
140217265,M,1981-05-05,2015-12-28
140536720,M,1970-12-09,2016-07-14
140362944,M,1971-01-18,2016-03-24
140147447,M,1978-11-17,2015-08-02
140445648,M,1976-05-25,2016-05-15
140479673,M,1993-02-10,2016-05-25
140578904,M,1993-09-02,2016-07-13
140547897,M,1996-05-16,2016-06-20
140643057,M,1982-01-19,2016-07-27
140666781,M,1976-11-28,2016-08-05
140351240,M,1981-10-14,2016-03-15
140174329,M,1984-05-27,2015-09-30
140420443,M,,2016-05-04
140115543,M,1994-06-08,2015-06-18
140307723,M,1980-05-28,2016-02-21
140577439,M,1993-08-10,2016-07-25
140102116,M,,2015-05-12
140636533,M,1997-02-13,2016-08-04
140536448,M,1995-05-28,2016-06-15
140194269,F,1973-03-09,2015-10-18
140674164,M,1982-01-23,2016-08-10
140621991,M,1973-03-21,2016-08-01
140333891,M,,2016-02-29
140592673,M,1981-09-27,2016-07-14
140268482,M,1970-07-30,2016-01-19
140363599,M,1972-06-26,2016-04-01
140284163,M,,2016-01-27
140652569,M,1978-02-07,2016-08-01
140460773,M,1971-06-16,2016-05-18
140565815,M,1992-09-30,2016-07-05
140276022,M,1985-04-27,2016-01-20
140611287,M,1975-08-15,2016-08-04
140361815,M,1972-07-27,2016-03-24
140094561,M,,2015-05-03
140577659,M,1983-06-30,2016-07-08
140495259,M,1972-12-31,2016-06-02
140648879,M,1981-11-11,2016-08-13
140515506,F,1986-08-01,2016-06-11
140430288,M,1987-09-22,2016-05-08
140618182,M,1982-05-19,2016-07-23
140293373,M,1979-10-15,2016-01-27
140213169,M,1982-02-06,2015-11-23
140590198,M,1994-02-28,2016-08-10
140251665,M,1982-03-06,2016-01-10
140298836,M,1979-02-21,2016-02-05
140091259,M,1955-11-03,2015-04-29
140119617,M,,2015-06-04
140097083,M,,2015-05-07
140311685,F,1982-10-14,2016-02-14
140176344,M,,2015-09-19
140158482,M,,2015-08-19
140211793,M,1990-02-10,2015-11-20
140686204,M,1982-01-29,2016-08-12
140582216,M,1987-06-04,2016-07-11
140127042,M,1980-02-14,2015-06-15
140147403,M,,2015-08-03
140583532,M,1976-03-16,2016-07-11
140175328,M,1984-03-19,2015-09-16
140196905,M,1985-10-23,2015-10-15
140686751,M,1974-12-28,2016-08-12
140173978,M,,2015-09-15
140663212,M,1997-02-05,2016-08-04
140300061,M,1989-02-08,2016-02-17
140134506,M,1976-01-01,2015-06-26
140272865,M,1990-05-12,2016-01-17
140089117,M,,2015-05-01
140480466,M,1971-06-25,2016-05-28
140338068,M,1979-06-24,2016-03-02
140119336,M,,2015-06-03
140570679,M,1972-07-10,2016-07-06
140116206,M,1982-08-11,2015-06-01
140484864,M,1979-04-29,2016-05-29
140131276,M,,2015-06-23
140283555,M,1994-04-22,2016-02-05
140566227,M,1984-07-24,2016-07-05
140291472,M,,2016-01-27
140111375,M,1972-04-09,2015-05-25
140094731,M,,2015-05-04
140538175,M,1988-06-24,2016-06-15
140169069,M,,2015-09-05
140306289,M,,2016-02-10
140160546,M,1984-07-26,2015-08-22
140618747,M,1973-05-03,2016-07-20
140169874,M,1965-12-08,2015-09-06
140417005,M,1987-12-16,2016-05-04
140167917,M,,2015-09-02
140431954,M,1986-09-11,2016-05-10
140454825,M,1980-10-10,2016-05-19
140089998,M,1981-06-08,2015-04-21
140599989,M,1982-08-15,2016-07-16
140166169,M,1973-09-19,2015-08-30
140479363,M,1974-01-21,2016-05-27
140670386,M,1982-11-19,2016-08-11
140495602,M,1974-06-01,2016-06-01
140394975,M,1976-10-12,2016-04-20
140278978,F,1984-03-03,2016-01-20
140681906,M,1996-02-05,2016-08-13
140187446,M,1981-02-23,2015-09-30
140146075,M,,2015-07-30
140192321,F,1981-04-12,2015-10-12
140182619,M,1974-11-10,2015-09-25
140207859,M,1990-08-23,2015-11-08
140145304,M,1981-05-28,2015-07-28
140104564,M,,2015-05-13
140218139,M,1973-12-03,2015-12-02
140542484,M,1988-07-18,2016-06-16
140195870,M,,2015-10-16
140170504,M,1995-07-31,2015-09-07
140171757,M,,2015-09-09
140519291,M,1981-05-04,2016-06-12
140323979,M,1974-01-08,2016-02-28
140295988,M,1984-09-24,2016-01-31
140404620,M,1985-09-22,2016-04-28
140314404,M,1973-03-06,2016-02-18
140555699,M,1978-07-28,2016-06-23
140339541,M,1966-04-02,2016-03-02
140350478,M,1984-08-18,2016-03-14
140311794,M,1977-02-24,2016-02-23
140210113,M,1985-08-25,2015-11-16
140370801,M,1995-11-11,2016-04-12
140090457,M,1981-01-21,2015-04-22
140565108,M,1984-01-06,2016-07-04
140137662,M,,2015-07-12
140629555,M,1975-06-03,2016-07-25
140321834,M,1994-03-15,2016-02-28
140103671,M,1982-08-28,2015-05-19
140519233,M,1970-09-21,2016-06-12
140504771,M,1983-01-10,2016-06-05
140492869,M,1978-10-11,2016-06-03
140354781,M,1992-05-06,2016-03-17
140465176,M,1964-08-30,2016-05-20
140311500,M,1983-01-21,2016-02-14
140685865,M,1968-12-29,2016-08-11
140590307,M,1967-05-05,2016-07-12
140119225,,,2015-06-03
140575278,M,1979-05-23,2016-07-22
140511220,M,1982-08-03,2016-06-06
140489582,M,1982-01-08,2016-05-31
140599574,M,1976-09-02,2016-07-19
140344245,M,1981-09-05,2016-07-31
140690159,M,1979-10-27,2016-08-14
140266876,M,1982-08-17,2016-01-14
140094924,M,,2015-05-06
140116171,M,,2015-06-02
140543775,M,1983-05-15,2016-06-17
140532468,M,1970-04-10,2016-06-15
140156453,M,,2015-08-14
140304070,M,1980-06-21,2016-02-14
140673453,M,1990-03-11,2016-08-08
140313671,M,1990-03-26,2016-02-16
140508258,M,1977-09-07,2016-06-06
140088742,M,,2015-09-14
140273029,M,1983-07-31,2016-01-22
140558987,M,1988-12-14,2016-06-29
140196087,M,1969-03-26,2015-10-15
140172477,M,,2015-09-11
140396755,M,1971-02-17,2016-04-25
140541551,M,1989-10-23,2016-06-16
140321854,M,1959-01-10,2016-02-23
140664255,M,1971-09-05,2016-08-05
140152724,M,1975-02-22,2015-08-07
140653517,M,1958-07-27,2016-08-01
140142893,M,1973-10-07,2015-07-24
140258752,M,,2016-01-11
140514292,M,1983-05-19,2016-06-07
140092580,M,1982-03-15,2015-04-28
140106033,M,,2015-05-19
140527643,M,1983-07-24,2016-06-15
140559537,M,1987-02-15,2016-06-23
140472085,M,1993-04-01,2016-05-23
140458664,M,1978-06-15,2016-05-18
140260480,M,,2016-01-11
140362097,M,1979-01-02,2016-03-25
140530745,M,1988-08-27,2016-06-13
140614234,M,1990-03-13,2016-07-19
140517150,M,1977-09-13,2016-06-11
140137374,M,,2015-07-02
140680201,M,1970-07-15,2016-08-12
140279555,M,1960-11-12,2016-01-20
140571522,M,1978-12-08,2016-07-08
140248417,F,1982-05-07,2016-01-06
140278214,M,1984-01-05,2016-01-20
140133223,M,1986-10-18,2015-06-28
140356607,M,1990-02-17,2016-03-20
140401924,M,1977-09-26,2016-05-13
140265250,M,1977-05-19,2016-01-13
140091670,M,,2015-05-25
140552710,M,1990-11-22,2016-06-21
140148790,M,1976-11-14,2015-08-04
140567823,M,1987-04-13,2016-07-06
140615799,M,1980-10-02,2016-07-19
140142973,M,,2015-07-26
140451559,F,1979-02-11,2016-05-16
140091040,M,,2015-06-09
140562044,M,1994-10-09,2016-07-04
140475531,M,1988-09-30,2016-05-25
140511596,M,1994-10-13,2016-06-07
140401801,M,1987-02-19,2016-05-19
140195700,M,1987-05-10,2015-10-28
140514096,M,1982-03-04,2016-06-08
140533218,M,1976-08-27,2016-06-17
140163424,M,,2015-08-26
140148777,M,1984-02-14,2015-08-04
140578587,M,1989-08-29,2016-07-10
140141939,M,1977-08-28,2015-07-22
140458787,M,1967-06-12,2016-05-28
140146111,M,1989-08-27,2015-08-01
140377281,M,1978-08-18,2016-04-07
140165210,M,1991-07-20,2015-08-31
140153042,M,,2015-08-10
140508253,M,1983-08-27,2016-06-06
140114722,M,1976-08-18,2015-05-28
140667307,M,1964-02-17,2016-08-04
140267136,M,1980-03-23,2016-01-14
140624606,M,1978-07-15,2016-07-23
140290757,M,1976-02-04,2016-01-26
140466165,M,1993-12-12,2016-05-25
140226003,M,1988-01-16,2015-12-17
140126425,F,1977-06-29,2015-06-13
140454835,M,1977-09-10,2016-05-25
140384381,M,1987-08-24,2016-04-14
140120306,M,,2015-06-04
140142699,M,,2015-07-24
140172063,M,,2015-09-10
140371263,M,1992-01-05,2016-04-12
140152929,M,1995-06-21,2015-08-09
140387033,M,1991-09-19,2016-04-13
140494207,M,1993-12-18,2016-06-02
140131470,M,,2015-07-19
140088824,M,,2015-04-21
140672732,M,,2016-08-08
140505154,M,1977-07-27,2016-06-07
140551278,M,1984-07-15,2016-06-20
140683835,M,1986-10-28,2016-08-11
140447713,M,1990-08-15,2016-05-17
140433957,M,1982-04-14,2016-05-12
140161418,M,1962-06-05,2015-08-24
140172988,M,1981-08-20,2015-09-26
140163172,M,1986-06-19,2015-08-29
140489879,M,1993-08-06,2016-05-30
140284345,M,1970-01-10,2016-02-02
140282226,M,1988-07-13,2016-01-21
140664881,M,1978-12-22,2016-08-04
140243682,M,1978-08-09,2016-01-02
140127720,M,1981-02-23,2015-06-16
140680151,M,1992-01-08,2016-08-10
140487290,M,1978-07-30,2016-05-30
140258773,M,1972-09-18,2016-01-11
140319539,M,1979-03-26,2016-06-28
140305404,M,1979-11-09,2016-02-20
140379624,M,1979-08-06,2016-04-07
140477165,M,1995-02-07,2016-05-30
140662277,M,1980-08-31,2016-08-02
140484924,M,1966-07-25,2016-05-28
140453580,M,1989-11-03,2016-05-20
140553171,M,1993-07-08,2016-07-11
140431561,M,1985-10-10,2016-05-21
140386610,M,1978-07-29,2016-04-13
140105411,F,1971-05-10,2015-05-20
140563353,M,1980-05-18,2016-07-12
140532532,M,1982-05-15,2016-06-13
140622417,F,1986-07-10,2016-07-21
140214339,M,1960-02-04,2015-11-24
140498372,M,1979-07-15,2016-06-02
140464359,M,1986-03-13,2016-05-24
140091091,M,1990-02-20,2015-04-25
140486481,M,1988-07-26,2016-05-30
140594423,M,1989-01-10,2016-07-13
140129565,M,,2015-06-17
140598205,M,1983-02-01,2016-07-18
140185082,M,,2015-09-27
140589956,M,1978-12-01,2016-07-12
140153501,M,1970-09-18,2015-08-10
140496239,M,1995-10-11,2016-06-01
140158660,M,1968-10-19,2015-08-20
140208529,M,1982-09-07,2015-11-10
140106578,M,1987-05-26,2015-05-18
140431852,M,1988-07-03,2016-05-24
140644381,M,1982-01-16,2016-07-28
140491876,M,1976-02-20,2016-05-30
140671162,M,1993-11-25,2016-08-11
140562895,M,1989-05-28,2016-07-05
140422267,M,1984-06-01,2016-05-04
140225394,M,1965-08-01,2015-12-19
140126985,M,1984-06-16,2015-06-15
140115912,M,1974-03-13,2015-05-31
140089508,M,1974-03-11,2015-04-21
140172002,M,,2015-09-10
140165845,M,,2015-08-31
140132466,M,1974-07-06,2015-06-22
140155753,M,1975-09-30,2015-08-12
140523304,M,1986-11-04,2016-07-09
140663483,M,1967-05-31,2016-08-07
140281830,F,1987-12-17,2016-02-16
140510469,M,1976-06-04,2016-06-06
140116342,M,1978-10-05,2015-06-06
140146126,M,,2015-07-29
140268136,M,1979-07-16,2016-01-14
140183882,M,,2015-09-25
140181901,M,,2015-09-24
140133815,M,1983-09-21,2015-06-24
140530455,M,1980-08-12,2016-06-13
140648646,M,1984-05-21,2016-08-03
140524611,M,1978-12-01,2016-06-18
140210561,M,1981-02-22,2015-11-15
140497554,F,1974-10-13,2016-06-01
140142779,M,,2015-07-23
140639769,M,1980-04-06,2016-08-12
140299019,M,1982-07-07,2016-02-05
140161454,M,1984-06-28,2015-08-23
140228956,M,1976-06-06,2015-12-23
140259531,M,1983-06-30,2016-01-11
140304949,M,,2016-08-27
140139504,M,,2015-07-15
140479451,F,1988-03-11,2016-06-05
140209728,M,1982-09-04,2015-11-15
140323870,M,1988-06-19,2016-02-23
140093944,M,1989-02-27,2015-05-01
140328411,M,,2016-02-24
140152776,M,1990-05-15,2015-08-07
140384386,M,1968-11-18,2016-04-12
140105358,M,1982-04-26,2015-05-15
140093911,M,1987-05-15,2015-05-01
140511731,M,1969-06-26,2016-07-11
140339171,M,1971-10-12,2016-03-02
140612153,M,1967-06-13,2016-07-19
140120186,M,1977-12-01,2015-06-13
140368828,M,1996-07-09,2016-04-03
140089808,M,1980-07-11,2015-04-21
140196340,M,,2015-10-16
140669901,M,1974-10-01,2016-08-09
140459023,M,1987-06-09,2016-05-19
140096042,M,1980-04-06,2015-05-27
140569887,M,1978-07-28,2016-08-03
140226030,M,1980-05-24,2015-12-16
140387748,M,1991-11-09,2016-04-13
140627187,F,1967-01-29,2016-07-25
140316378,M,,2016-02-17
140118182,M,,2015-06-02
140602923,M,1971-07-30,2016-07-19
140581312,M,1981-12-01,2016-07-13
140135975,M,1984-01-10,2015-06-30
140094555,M,1982-04-11,2015-05-22
140473071,M,1992-02-23,2016-05-24
140540327,M,1978-04-27,2016-06-23
140681111,M,1990-05-13,2016-08-12
140141966,M,1960-10-23,2015-07-22
140157680,M,,2015-09-09
140196998,M,1986-05-07,2015-10-16
140240862,M,1971-04-26,2015-12-29
140317882,M,1984-12-13,2016-02-19
140531977,M,1980-02-07,2016-06-13
140627178,M,1985-11-25,2016-07-27
140306392,M,1976-02-02,2016-02-16
140220672,M,1985-12-22,2015-12-09
140472096,M,1985-09-03,2016-05-23
140445026,M,1985-08-03,2016-05-17
140547212,M,1973-03-22,2016-06-19
140565909,M,1985-01-22,2016-07-07
140182072,M,1959-07-04,2015-09-23
140113124,M,1968-07-08,2015-05-27
140506951,M,1987-11-19,2016-06-05
140515920,M,1985-03-30,2016-06-09
140106784,,,2015-05-21
140122244,M,,2015-07-31
140235882,M,1985-04-24,2015-12-23
140375047,M,1983-11-19,2016-04-06
140529190,M,1990-08-29,2016-06-12
140093084,M,,2015-04-29
140272535,F,1988-03-06,2016-01-18
140245354,M,,2015-12-31
140299131,M,1995-03-30,2016-04-07
140328080,M,1973-02-07,2016-02-24
140483588,M,1993-09-24,2016-05-31
140177056,M,,2015-09-19
140321708,M,1986-02-04,2016-02-22
140335603,M,1975-04-12,2016-03-04
140163085,M,,2015-08-25
140671546,M,1977-12-12,2016-08-08
140305804,M,1983-03-07,2016-02-16
140100224,M,1965-07-23,2015-05-11
140513987,M,1981-05-20,2016-06-08
140669343,M,1986-12-04,2016-08-09
140227802,M,1976-08-31,2015-12-18
140171212,M,,2015-09-08
140405839,M,1987-11-24,2016-04-27
140266995,M,1976-12-08,2016-01-22
140197948,M,1962-04-03,2015-10-18
140433228,F,1966-10-02,2016-05-11
140135854,M,1983-03-27,2015-06-29
140212377,M,1982-10-19,2015-11-19
140325209,M,1987-10-16,2016-03-03
140174418,M,1970-06-05,2015-09-28
140286782,M,1984-03-29,2016-02-04
140494615,M,1983-07-15,2016-06-01
140154352,M,,2015-08-10
140539791,M,1989-10-05,2016-06-15
140171146,M,1975-06-04,2015-09-08
140325207,M,1980-10-01,2016-02-24
140475609,M,1980-04-16,2016-05-26
140172171,M,1973-04-21,2015-09-13
140548375,M,1991-04-04,2016-06-20
140548727,M,1991-09-12,2016-07-12
140494677,M,1982-07-09,2016-06-12
140664534,M,1990-08-23,2016-08-04
140498521,M,1985-05-30,2016-06-03
140471092,M,1976-02-10,2016-05-25
140112400,M,1973-08-13,2015-05-26
140627330,M,1989-02-05,2016-07-24
140320732,F,,2016-02-22
140416291,M,1979-08-16,2016-06-05
140305761,M,1981-08-27,2016-02-15
140453834,M,1987-07-16,2016-05-17
140315008,M,1988-04-19,2016-02-18
140658683,M,1975-05-20,2016-08-17
140243101,M,1981-11-14,2015-12-30
140277298,M,1977-10-12,2016-01-20
140485660,M,1982-07-10,2016-07-02
140166996,M,,2015-09-04
140126379,M,,2015-06-12
140192366,M,1965-09-28,2015-10-11
140564090,M,1973-12-31,2016-07-06
140561056,M,1961-04-29,2016-07-03
140091479,M,1976-07-28,2015-05-13
140135663,M,1973-05-03,2015-06-29
140680826,M,1974-02-12,2016-08-10
140456328,M,1982-10-12,2016-05-17
140186843,M,1983-09-07,2015-09-29
140538582,M,1985-05-30,2016-06-17
140410101,M,1989-09-18,2016-04-29
140492297,M,1970-08-20,2016-06-02
140423592,M,1989-05-10,2016-05-05
140092231,M,,2015-04-28
140484714,M,1983-05-22,2016-05-27
140399006,M,1964-08-18,2016-04-23
140611517,M,1989-01-07,2016-08-03
140092741,M,,2015-09-01
140091443,M,1989-10-07,2015-04-26
140392718,M,1992-03-14,2016-04-25
140281827,M,,2016-01-21
140550910,M,1991-07-20,2016-07-02
140092790,M,1983-12-18,2015-04-29
140090127,M,1984-10-14,2015-04-26
140207763,F,1992-02-03,2015-11-08
140433597,M,1990-10-14,2016-05-10
140507127,M,1992-10-25,2016-06-10
140453987,M,1976-05-20,2016-05-17
140546791,M,1994-10-10,2016-06-19
140576524,M,1984-11-24,2016-07-08
140285760,M,,2016-01-31
140520517,M,1986-12-17,2016-06-09
140142923,M,,2015-08-08
140466201,M,1983-07-20,2016-05-24
140644010,M,1982-04-07,2016-08-07
140454353,M,1986-09-09,2016-05-17
140578949,M,1985-03-03,2016-07-10
140576015,M,1981-06-27,2016-07-08
140672605,M,1980-07-15,2016-08-08
140209098,M,1972-10-28,2015-11-14
140305234,M,1979-06-14,2016-04-01
140140989,M,1980-02-19,2015-07-20
140134413,M,1977-06-03,2015-06-25
140654666,M,1992-12-08,2016-08-01
140567564,M,1994-05-11,2016-07-06
140187801,M,,2015-10-01
140411456,M,1991-06-26,2016-04-29
140370870,M,1983-11-29,2016-04-04
140286788,M,1992-01-12,2016-02-05
140534019,M,1977-06-14,2016-06-14
140631336,M,1982-05-16,2016-07-28
140400573,M,1965-04-08,2016-04-22
140219310,M,1983-09-08,2015-12-06
140592496,M,1989-09-12,2016-07-13
140284360,M,1988-11-27,2016-01-31
140136469,M,1978-06-11,2015-06-30
140154275,M,,2015-08-15
140440416,M,1978-01-29,2016-05-12
140194737,F,1981-10-12,2015-10-15
140569013,M,1990-04-22,2016-07-07
